Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial047,SDN,Magenta,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1564,-,-,0,0,0,0,0,0,-,0,1,1564.8,100,0,0,0,0,-
Trial007,FZX,Maroon,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,2312,836.8,8643,1399.9,1475.8,1503.9,1503.9,1475.8,1,0,1,1,2312.7,100,60.5,63.8,1475.8,63.8,-
Trial047,FZX,Maroon,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,111,-,-,0,0,0,0,0,0,-,0,1,111.8,100,0,0,0,0,-
Trial007,HJT,MediumAquamarine,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1579,1219.6,9402,236,171.9,247.9,283.8,56,1,0,2,1,1579.5,100,14.9,10.9,107.9,6.8,-
Trial047,HJT,MediumAquamarine,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1511,-,-,0,0,0,0,0,0,-,0,1,1511.7,100,0,0,0,0,-
Trial007,JF,MediumBlue,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,3863,1104.4,9222,2027.7,2511.5,2555.5,2631.6,723.8,3,2,5,1,3864,100,52.5,65,2451.5,63.4,-
Trial052,JF,MediumBlue,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,4363,1460.2,9624,419.7,200,228,296,132,2,1,2,1,4363.7,100,9.6,4.6,200,4.6,-
Trial007,XTY,MediumOrchid,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1695,680,8112,659.9,787.8,819.9,819.9,455.8,2,1,2,1,1695.8,100,38.9,46.5,719.8,42.4,-
Trial048,XTY,MediumOrchid,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1096,-,-,208,0,0,0,0,0,-,0,1,1096.6,100,19,0,0,0,-
Trial008,LJ,MediumPurple,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1946,-,-,356,0,87.9,87.9,0,0,-,0,1,1946.1,100,18.3,0,0,0,-
Trial048,LJ,MediumPurple,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1830,1106,9226,596,496,567.9,595.8,496,1,0,1,1,1830,100,32.6,27.1,496,27.1,-
Trial007,AYQ,MediumSeaGreen,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,2496,1212.4,9391,1571.7,1263.8,1287.8,1287.8,108,1,0,5,1,2496.2,100,63,50.6,1087.7,43.6,-
Trial047,AYQ,MediumSeaGreen,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,2394,-,-,0,0,0,0,0,0,-,0,1,2394.3,100,0,0,0,0,-
Trial007,FS,MediumSlateBlue,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,3329,405.5,6792,2119.7,2923.6,2923.6,2923.6,2923.6,1,0,1,1,3329.2,100,63.7,87.8,2923.6,87.8,-
Trial047,FS,MediumSlateBlue,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,114,-,-,0,0,0,0,0,0,-,0,1,114.1,100,0,0,0,0,-
Trial007,YJR,MediumSpringGreen,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1930,631.3,7950,791.8,1275.7,1307.7,1331.7,343.8,2,1,2,1,1931,100,41,66.1,1275.7,66.1,-
Trial047,YJR,MediumSpringGreen,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1478,-,-,0,0,0,0,0,0,-,0,1,1478.1,100,0,0,0,0,-
Trial007,LQH,MediumTurquoise,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1661,949.8,8955,607.9,711.8,711.8,711.8,711.8,1,0,1,1,1661.6,100,36.6,42.8,711.8,42.8,-
Trial047,LQH,MediumTurquoise,1d1.jpg,AOI 001,,Local,3,10488,1.3,0,1377,-,-,0,0,0,0,0,0,-,0,1,1377.7,100,0,0,0,0,-
Trial048,P01,Coral,1d1.jpg,White Space,,Local,4,742904,94.5,0,143,3.9,3655,140,140,140,140,140,1,0,1,1,143.9,100,97.3,97.3,140,97.3,-
Trial050,lhj,CornflowerBlue,1d1.jpg,White Space,,Local,4,742904,94.5,0,2795,0.3,202,216,199.9,199.9,248,84,1,0,2,1,2795.8,100,7.7,7.2,168,6,-
Trial041,xyn,Crimson,1d1.jpg,White Space,,Local,4,742904,94.5,0,1310,-,-,79.9,0,0,0,0,0,-,0,1,1310.8,100,6.1,0,0,0,-
Trial041,WCF,Cyan,1d1.jpg,White Space,,Local,4,742904,94.5,0,1862,2.5,2288,215.9,200,200,239.9,200,1,0,1,1,1862.2,100,11.6,10.7,200,10.7,-
Trial041,YYH,DarkBlue,1d1.jpg,White Space,,Local,4,742904,94.5,0,1545,1.6,1386,160,191.9,191.9,231.9,191.9,1,0,1,1,1545.5,100,10.4,12.4,191.9,12.4,-
